timestamp,ghi_w_m2,dni_w_m2,dhi_w_m2,temp_air_c,wind_speed_m_s,relative_humidity_pct,precipitation_mm
2019-01-13 09:00:00-08:00,414.08,948.59,44.47,8.32,4.44,42.05,0.0
2019-01-13 10:00:00-08:00,512.4,900.59,85.69,10.57,4.33,38.13,0.0
2019-01-13 11:00:00-08:00,578.55,1001.06,57.52,11.84,4.24,35.34,0.0
2019-01-13 12:00:00-08:00,566.3,993.92,57.39,12.56,3.97,33.16,0.0
2019-01-13 13:00:00-08:00,466.88,918.86,58.91,12.89,3.67,31.54,0.0
2019-01-13 14:00:00-08:00,354.1,908.85,48.39,12.74,3.17,31.14,0.0
2019-01-13 15:00:00-08:00,193.07,741.58,40.15,11.68,1.94,36.76,0.0
2019-01-13 16:00:00-08:00,30.77,274.01,14.27,8.55,1.1,48.29,0.0
2019-01-13 17:00:00-08:00,0.0,0.0,0.0,7.5,1.25,47.56,0.0
2019-01-13 18:00:00-08:00,0.0,0.0,0.0,6.73,1.31,49.55,0.0
2019-01-13 19:00:00-08:00,0.0,0.0,0.0,5.61,1.41,53.05,0.0
2019-01-13 20:00:00-08:00,0.0,0.0,0.0,4.58,1.52,56.14,0.0
2019-01-13 21:00:00-08:00,0.0,0.0,0.0,4.17,1.73,57.97,0.0
2019-01-13 22:00:00-08:00,0.0,0.0,0.0,4.01,1.97,59.54,0.0
2019-01-13 23:00:00-08:00,0.0,0.0,0.0,3.38,2.14,62.44,0.0
2019-01-14 00:00:00-08:00,0.0,0.0,0.0,2.32,2.11,66.5,0.0
2019-01-14 01:00:00-08:00,0.0,0.0,0.0,1.79,2.17,68.02,0.0
2019-01-14 02:00:00-08:00,0.0,0.0,0.0,1.52,2.14,67.8,0.0
2019-01-14 03:00:00-08:00,0.0,0.0,0.0,1.25,2.03,67.53,0.0
2019-01-14 04:00:00-08:00,0.0,0.0,0.0,0.98,1.82,67.71,0.0
2019-01-14 05:00:00-08:00,0.0,0.0,0.0,0.87,1.75,67.81,0.0
2019-01-14 06:00:00-08:00,0.0,0.0,0.0,0.84,1.72,68.21,0.0
2019-01-14 07:00:00-08:00,47.88,214.42,32.54,3.17,2.13,61.09,0.0
2019-01-14 08:00:00-08:00,161.6,231.44,102.49,5.87,3.4,51.23,0.0
2019-01-14 09:00:00-08:00,266.33,187.56,192.51,7.86,3.08,47.94,0.0
2019-01-14 10:00:00-08:00,344.02,99.35,269.38,10.04,2.74,47.19,0.0
2019-01-14 11:00:00-08:00,367.88,82.52,285.23,11.37,2.71,46.67,0.0008333333333333334
2019-01-14 12:00:00-08:00,360.35,87.26,287.58,12.0,2.84,47.36,0.0016666666666666668
2019-01-14 13:00:00-08:00,293.23,67.69,233.36,12.48,2.96,48.84,0.005833333333333334
2019-01-14 14:00:00-08:00,207.15,83.44,167.74,12.49,2.77,51.77,0.045000000000000005
2019-01-14 15:00:00-08:00,112.55,97.95,85.6,11.29,1.06,62.35,0.22958333333333333
2019-01-14 16:00:00-08:00,13.27,23.22,14.48,9.73,0.71,68.06,0.4791666666666667
2019-01-14 17:00:00-08:00,0.0,0.0,0.0,8.79,0.79,75.0,1.11125
2019-01-14 18:00:00-08:00,0.0,0.0,0.0,8.14,0.94,84.73,1.8495833333333334
2019-01-14 19:00:00-08:00,0.0,0.0,0.0,7.62,1.1,90.65,2.05125
2019-01-14 20:00:00-08:00,0.0,0.0,0.0,7.29,1.27,92.28,1.1775
2019-01-14 21:00:00-08:00,0.0,0.0,0.0,7.38,1.51,92.59,0.45208333333333334
2019-01-14 22:00:00-08:00,0.0,0.0,0.0,7.19,1.88,92.92,0.26125
2019-01-14 23:00:00-08:00,0.0,0.0,0.0,6.98,2.21,93.51,0.15333333333333335
2019-01-15 00:00:00-08:00,0.0,0.0,0.0,6.83,2.35,94.19,0.12458333333333334
2019-01-15 01:00:00-08:00,0.0,0.0,0.0,6.74,1.89,94.65,0.11666666666666665
2019-01-15 02:00:00-08:00,0.0,0.0,0.0,6.62,1.24,95.42,0.08708333333333333
2019-01-15 03:00:00-08:00,0.0,0.0,0.0,6.57,0.78,95.56,0.09166666666666667
2019-01-15 04:00:00-08:00,0.0,0.0,0.0,6.78,0.64,94.32,0.14083333333333334
2019-01-15 05:00:00-08:00,0.0,0.0,0.0,6.97,0.49,93.42,0.4558333333333333
2019-01-15 06:00:00-08:00,0.0,0.0,0.0,6.56,0.62,96.11,1.0066666666666666
2019-01-15 07:00:00-08:00,21.77,0.0,20.25,6.66,0.64,96.82,1.2416666666666667
2019-01-15 08:00:00-08:00,73.68,0.0,64.48,7.37,1.44,92.68,1.0025
2019-01-15 09:00:00-08:00,104.12,0.0,90.75,7.87,1.5,89.73,0.7970833333333333
2019-01-15 10:00:00-08:00,153.8,0.0,132.02,8.38,1.08,86.78,0.9929166666666666
2019-01-15 11:00:00-08:00,161.52,0.0,140.64,8.79,0.34,83.8,1.0079166666666668
2019-01-15 12:00:00-08:00,124.75,57.75,91.09,9.44,0.67,79.14,0.9033333333333333
2019-01-15 13:00:00-08:00,84.72,16.54,70.89,9.83,1.0,75.98,0.73375
2019-01-15 14:00:00-08:00,112.03,19.52,96.24,9.79,0.94,75.69,0.5604166666666667
2019-01-15 15:00:00-08:00,61.4,35.89,51.28,9.15,0.56,85.67,0.31583333333333335
2019-01-15 16:00:00-08:00,11.15,27.15,12.58,7.86,0.81,87.53,0.18583333333333332
2019-01-15 17:00:00-08:00,0.0,0.0,0.0,6.81,1.02,89.62,0.15791666666666668
2019-01-15 18:00:00-08:00,0.0,0.0,0.0,6.17,1.09,93.1,0.12458333333333334
2019-01-15 19:00:00-08:00,0.0,0.0,0.0,5.54,1.21,96.46,0.09125
2019-01-15 20:00:00-08:00,0.0,0.0,0.0,5.25,1.33,97.63,0.11583333333333333
2019-01-15 21:00:00-08:00,0.0,0.0,0.0,5.13,1.45,97.64,0.16083333333333333
2019-01-15 22:00:00-08:00,0.0,0.0,0.0,4.36,1.54,100.0,0.08750000000000001
2019-01-15 23:00:00-08:00,0.0,0.0,0.0,3.91,1.68,100.0,0.035833333333333335
2019-01-16 00:00:00-08:00,0.0,0.0,0.0,3.66,1.68,100.0,0.03208333333333333
2019-01-16 01:00:00-08:00,0.0,0.0,0.0,3.53,1.71,100.0,0.024166666666666666
2019-01-16 02:00:00-08:00,0.0,0.0,0.0,3.82,1.76,100.0,0.02
2019-01-16 03:00:00-08:00,0.0,0.0,0.0,4.34,1.9,100.0,0.01375
2019-01-16 04:00:00-08:00,0.0,0.0,0.0,5.0,1.91,100.0,0.03208333333333333
2019-01-16 05:00:00-08:00,0.0,0.0,0.0,5.23,1.85,100.0,0.024166666666666666
2019-01-16 06:00:00-08:00,0.0,0.0,0.0,5.43,1.79,100.0,0.020416666666666666
2019-01-16 07:00:00-08:00,31.23,19.19,29.24,6.7,2.02,96.64,0.021666666666666667
2019-01-16 08:00:00-08:00,125.28,47.99,103.72,9.19,3.51,84.58,0.018333333333333333
2019-01-16 09:00:00-08:00,212.23,57.27,177.6,11.43,4.53,76.17,0.07375
2019-01-16 10:00:00-08:00,289.17,13.29,246.03,13.74,4.83,64.8,0.09375
2019-01-16 11:00:00-08:00,346.95,100.64,289.54,15.26,4.78,54.72,0.01875
2019-01-16 12:00:00-08:00,412.08,187.31,330.96,16.17,4.59,48.49,0.004166666666666667
2019-01-16 13:00:00-08:00,293.23,18.25,245.62,15.94,3.96,47.71,0.0016666666666666668
2019-01-16 14:00:00-08:00,199.27,42.08,170.04,15.56,3.28,48.88,0.00125
2019-01-16 15:00:00-08:00,97.38,36.77,78.95,14.26,1.74,57.92,0.00125
2019-01-16 16:00:00-08:00,15.12,31.57,16.31,10.6,1.33,70.64,0.0008333333333333334
2019-01-16 17:00:00-08:00,0.0,0.0,0.0,8.84,1.44,77.84,0.00125
2019-01-16 18:00:00-08:00,0.0,0.0,0.0,8.11,1.46,83.51,0.0016666666666666668
2019-01-16 19:00:00-08:00,0.0,0.0,0.0,7.29,1.42,89.8,0.0020833333333333333
2019-01-16 20:00:00-08:00,0.0,0.0,0.0,6.63,1.41,95.33,0.0025
2019-01-16 21:00:00-08:00,0.0,0.0,0.0,6.44,1.37,97.82,0.0020833333333333333
2019-01-16 22:00:00-08:00,0.0,0.0,0.0,6.48,1.31,98.94,0.005833333333333334
2019-01-16 23:00:00-08:00,0.0,0.0,0.0,6.39,1.26,100.0,0.04583333333333334
2019-01-17 00:00:00-08:00,0.0,0.0,0.0,6.37,1.24,100.0,0.057499999999999996
2019-01-17 01:00:00-08:00,0.0,0.0,0.0,6.26,1.24,100.0,0.06333333333333334
2019-01-17 02:00:00-08:00,0.0,0.0,0.0,5.76,1.34,100.0,0.06125
2019-01-17 03:00:00-08:00,0.0,0.0,0.0,5.34,1.63,100.0,0.043750000000000004
2019-01-17 04:00:00-08:00,0.0,0.0,0.0,5.18,1.85,100.0,0.055
2019-01-17 05:00:00-08:00,0.0,0.0,0.0,5.4,1.96,100.0,0.050416666666666665
2019-01-17 06:00:00-08:00,0.0,0.0,0.0,6.25,2.35,99.0,0.02125
2019-01-17 07:00:00-08:00,34.88,55.36,29.1,7.89,3.38,89.27,0.06375
2019-01-17 08:00:00-08:00,143.02,159.98,98.79,9.52,4.57,81.8,0.26375
2019-01-17 09:00:00-08:00,235.07,224.06,151.92,11.01,4.81,77.36,0.7641666666666667
2019-01-17 10:00:00-08:00,301.95,282.97,169.15,12.23,5.59,75.26,1.4666666666666668
2019-01-17 11:00:00-08:00,354.27,360.75,179.23,13.52,6.72,70.16,0.46291666666666664
2019-01-17 12:00:00-08:00,321.12,456.8,106.35,15.35,7.66,62.6,0.043333333333333335
2019-01-17 13:00:00-08:00,261.98,372.51,113.36,16.34,7.67,57.21,0.012083333333333333
2019-01-17 14:00:00-08:00,170.62,241.35,95.76,16.59,7.39,53.77,0.004166666666666667
2019-01-17 15:00:00-08:00,88.53,129.25,60.18,15.68,6.2,55.47,0.0016666666666666668
2019-01-17 16:00:00-08:00,12.15,46.91,12.57,13.99,5.46,62.87,0.0020833333333333333
2019-01-17 17:00:00-08:00,0.0,0.0,0.0,13.17,5.76,67.89,0.0075
2019-01-17 18:00:00-08:00,0.0,0.0,0.0,12.52,5.66,72.5,0.016666666666666666
2019-01-17 19:00:00-08:00,0.0,0.0,0.0,11.84,5.26,77.31,0.004166666666666667
2019-01-17 20:00:00-08:00,0.0,0.0,0.0,11.34,5.16,80.78,0.0004166666666666667
2019-01-17 21:00:00-08:00,0.0,0.0,0.0,10.73,4.96,84.5,0.0004166666666666667
2019-01-17 22:00:00-08:00,0.0,0.0,0.0,10.23,4.64,86.81,0.0008333333333333334
2019-01-17 23:00:00-08:00,0.0,0.0,0.0,9.63,4.46,88.36,0.0008333333333333334
2019-01-18 00:00:00-08:00,0.0,0.0,0.0,8.84,4.09,90.96,0.0008333333333333334
2019-01-18 01:00:00-08:00,0.0,0.0,0.0,8.84,4.02,89.01,0.0004166666666666667
2019-01-18 02:00:00-08:00,0.0,0.0,0.0,8.36,3.29,90.12,0.0004166666666666667
2019-01-18 03:00:00-08:00,0.0,0.0,0.0,7.05,2.61,95.93,0.0004166666666666667
2019-01-18 04:00:00-08:00,0.0,0.0,0.0,6.0,2.11,100.0,0.0
2019-01-18 05:00:00-08:00,0.0,0.0,0.0,5.44,1.66,100.0,0.0
2019-01-18 06:00:00-08:00,0.0,0.0,0.0,4.98,1.43,100.0,0.0
2019-01-18 07:00:00-08:00,80.35,526.34,19.7,7.47,1.57,85.58,0.0
2019-01-18 08:00:00-08:00,262.0,848.1,34.9,10.89,2.28,66.76,0.0
2019-01-18 09:00:00-08:00,420.5,952.54,42.04,13.79,3.37,50.68,0.0
2019-01-18 10:00:00-08:00,533.55,1005.96,45.83,15.0,4.07,43.54,0.0
2019-01-18 11:00:00-08:00,581.78,974.89,63.44,15.72,3.87,37.77,0.0
2019-01-18 12:00:00-08:00,540.72,945.12,65.79,16.3,3.72,32.34,0.0
2019-01-18 13:00:00-08:00,464.6,899.22,71.42,16.66,3.7,28.13,0.0
2019-01-18 14:00:00-08:00,356.8,824.07,53.55,16.45,3.68,26.44,0.0
2019-01-18 15:00:00-08:00,205.5,729.68,37.9,15.12,2.77,29.77,0.0
2019-01-18 16:00:00-08:00,38.95,299.8,16.2,10.64,1.4,47.92,0.0
2019-01-18 17:00:00-08:00,0.0,0.0,0.0,8.64,1.4,50.57,0.0
2019-01-18 18:00:00-08:00,0.0,0.0,0.0,7.81,1.38,50.99,0.0
2019-01-18 19:00:00-08:00,0.0,0.0,0.0,7.49,1.38,49.38,0.0
2019-01-18 20:00:00-08:00,0.0,0.0,0.0,7.43,1.38,47.11,0.0
2019-01-18 21:00:00-08:00,0.0,0.0,0.0,7.14,1.38,45.98,0.0
2019-01-18 22:00:00-08:00,0.0,0.0,0.0,6.83,1.38,44.99,0.0
2019-01-18 23:00:00-08:00,0.0,0.0,0.0,6.41,1.41,45.68,0.0
2019-01-19 00:00:00-08:00,0.0,0.0,0.0,6.1,1.44,46.19,0.0
2019-01-19 01:00:00-08:00,0.0,0.0,0.0,5.88,1.45,46.25,0.0
2019-01-19 02:00:00-08:00,0.0,0.0,0.0,5.68,1.43,46.25,0.0
2019-01-19 03:00:00-08:00,0.0,0.0,0.0,5.36,1.4,46.96,0.0
2019-01-19 04:00:00-08:00,0.0,0.0,0.0,4.87,1.42,48.24,0.0
2019-01-19 05:00:00-08:00,0.0,0.0,0.0,4.2,1.46,50.39,0.0
2019-01-19 06:00:00-08:00,0.0,0.0,0.0,3.58,1.48,52.29,0.0
2019-01-19 07:00:00-08:00,59.97,162.76,42.68,5.31,1.24,54.14,0.0
2019-01-19 08:00:00-08:00,220.12,362.93,124.98,8.83,2.56,36.95,0.0
2019-01-19 09:00:00-08:00,380.23,609.01,151.65,11.49,2.99,29.71,0.0
2019-01-19 10:00:00-08:00,503.05,757.37,150.45,13.24,3.12,27.17,0.0
2019-01-19 11:00:00-08:00,581.1,954.51,95.35,14.48,3.14,26.23,0.0
2019-01-19 12:00:00-08:00,568.67,934.69,78.86,15.21,3.09,26.31,0.0
2019-01-19 13:00:00-08:00,482.02,871.76,73.19,15.54,2.91,27.19,0.0
2019-01-19 14:00:00-08:00,361.88,778.98,71.94,15.44,2.54,28.89,0.0
2019-01-19 15:00:00-08:00,204.38,662.32,53.97,14.15,1.32,39.03,0.0
2019-01-19 16:00:00-08:00,39.28,248.05,21.69,11.62,0.63,44.62,0.0
2019-01-19 17:00:00-08:00,0.0,0.0,0.0,11.2,0.03,40.9,0.0
2019-01-19 18:00:00-08:00,0.0,0.0,0.0,10.29,0.67,42.62,0.0
2019-01-19 19:00:00-08:00,0.0,0.0,0.0,9.72,0.87,44.14,0.0
2019-01-19 20:00:00-08:00,0.0,0.0,0.0,9.49,0.92,45.07,0.0
2019-01-19 21:00:00-08:00,0.0,0.0,0.0,9.04,1.04,46.98,0.0
2019-01-19 22:00:00-08:00,0.0,0.0,0.0,8.53,1.15,48.9,0.0
2019-01-19 23:00:00-08:00,0.0,0.0,0.0,8.16,1.14,50.83,0.0
2019-01-20 00:00:00-08:00,0.0,0.0,0.0,7.57,1.17,53.48,0.0
2019-01-20 01:00:00-08:00,0.0,0.0,0.0,6.87,1.22,56.7,0.0
2019-01-20 02:00:00-08:00,0.0,0.0,0.0,6.04,1.3,60.65,0.0
2019-01-20 03:00:00-08:00,0.0,0.0,0.0,5.41,1.31,63.32,0.0
2019-01-20 04:00:00-08:00,0.0,0.0,0.0,5.08,1.26,64.59,0.0
2019-01-20 05:00:00-08:00,0.0,0.0,0.0,4.82,1.22,65.6,0.0
2019-01-20 06:00:00-08:00,0.0,0.0,0.0,4.59,1.17,66.29,0.0
2019-01-20 07:00:00-08:00,50.35,60.94,44.68,5.42,0.92,64.38,0.0
2019-01-20 08:00:00-08:00,179.4,81.65,143.66,7.86,1.55,54.83,0.0
2019-01-20 09:00:00-08:00,307.38,128.31,244.01,9.61,1.15,47.18,0.0
2019-01-20 10:00:00-08:00,398.8,148.93,329.2,11.46,0.13,42.34,0.0
2019-01-20 11:00:00-08:00,468.98,328.62,358.61,13.51,1.18,37.34,0.0
2019-01-20 12:00:00-08:00,472.33,257.95,329.7,15.46,2.0,32.86,0.0
2019-01-20 13:00:00-08:00,280.55,0.93,240.67,16.67,2.38,30.22,0.0
2019-01-20 14:00:00-08:00,202.45,0.37,175.87,16.73,2.34,30.69,0.0
2019-01-20 15:00:00-08:00,104.53,0.0,91.65,14.34,1.05,48.19,0.0
2019-01-20 16:00:00-08:00,20.55,0.0,20.55,11.43,1.19,53.87,0.0
2019-01-20 17:00:00-08:00,0.0,0.0,0.0,10.04,1.32,56.42,0.0
2019-01-20 18:00:00-08:00,0.0,0.0,0.0,9.49,1.48,58.49,0.0
2019-01-20 19:00:00-08:00,0.0,0.0,0.0,9.24,1.88,58.42,0.0
2019-01-20 20:00:00-08:00,0.0,0.0,0.0,8.43,2.34,59.64,0.0
2019-01-20 21:00:00-08:00,0.0,0.0,0.0,8.05,2.84,59.92,0.0
2019-01-20 22:00:00-08:00,0.0,0.0,0.0,8.2,3.44,59.16,0.0004166666666666667
2019-01-20 23:00:00-08:00,0.0,0.0,0.0,8.4,3.96,61.14,0.0016666666666666668
2019-01-21 00:00:00-08:00,0.0,0.0,0.0,8.48,4.24,69.17,0.012916666666666667
2019-01-21 01:00:00-08:00,0.0,0.0,0.0,8.54,4.71,79.47,0.016666666666666666
2019-01-21 02:00:00-08:00,0.0,0.0,0.0,8.68,5.94,82.89,0.0033333333333333335
2019-01-21 03:00:00-08:00,0.0,0.0,0.0,8.19,6.87,80.92,0.00125
2019-01-21 04:00:00-08:00,0.0,0.0,0.0,7.26,6.99,79.0,0.014583333333333332
2019-01-21 05:00:00-08:00,0.0,0.0,0.0,6.34,6.19,75.58,0.0016666666666666668
2019-01-21 06:00:00-08:00,0.0,0.0,0.0,5.52,5.53,63.91,0.0004166666666666667
2019-01-21 07:00:00-08:00,45.15,187.3,27.91,6.27,5.87,48.61,0.0004166666666666667
2019-01-21 08:00:00-08:00,123.0,237.82,63.0,8.42,6.33,36.33,0.0008333333333333334
2019-01-21 09:00:00-08:00,184.93,201.69,110.85,10.91,6.41,27.57,0.0020833333333333333
2019-01-21 10:00:00-08:00,248.88,139.86,181.53,12.89,5.88,24.09,0.0016666666666666668
2019-01-21 11:00:00-08:00,281.92,199.31,185.34,13.98,5.99,22.81,0.002916666666666667
2019-01-21 12:00:00-08:00,148.95,7.88,128.04,14.36,6.16,23.42,0.017916666666666668
2019-01-21 13:00:00-08:00,184.68,71.54,144.08,14.53,6.45,24.59,0.041666666666666664
2019-01-21 14:00:00-08:00,147.1,62.95,119.35,14.15,6.48,25.94,0.052083333333333336
2019-01-21 15:00:00-08:00,83.0,49.66,70.16,13.06,5.63,28.46,0.02291666666666667
2019-01-21 16:00:00-08:00,19.8,31.3,19.35,10.08,3.63,36.51,0.008333333333333333
2019-01-21 17:00:00-08:00,0.0,0.0,0.0,7.37,2.86,43.34,0.00125
2019-01-21 18:00:00-08:00,0.0,0.0,0.0,6.1,2.53,45.62,0.0
2019-01-21 19:00:00-08:00,0.0,0.0,0.0,5.47,2.51,46.71,0.0
2019-01-21 20:00:00-08:00,0.0,0.0,0.0,5.16,3.39,45.4,0.0
2019-01-21 21:00:00-08:00,0.0,0.0,0.0,5.45,5.29,41.55,0.0
2019-01-21 22:00:00-08:00,0.0,0.0,0.0,4.74,5.91,42.13,0.0
2019-01-21 23:00:00-08:00,0.0,0.0,0.0,4.0,6.17,42.58,0.0
2019-01-22 00:00:00-08:00,0.0,0.0,0.0,3.21,5.79,43.29,0.0
2019-01-22 01:00:00-08:00,0.0,0.0,0.0,2.62,5.38,43.33,0.0
2019-01-22 02:00:00-08:00,0.0,0.0,0.0,2.12,4.99,42.83,0.0
2019-01-22 03:00:00-08:00,0.0,0.0,0.0,1.6,4.81,42.74,0.0
2019-01-22 04:00:00-08:00,0.0,0.0,0.0,1.06,4.43,43.55,0.0
2019-01-22 05:00:00-08:00,0.0,0.0,0.0,0.55,3.98,44.99,0.0
2019-01-22 06:00:00-08:00,0.0,0.0,0.0,-0.03,3.43,46.98,0.0
2019-01-22 07:00:00-08:00,92.15,563.59,21.93,2.13,4.74,40.02,0.0
2019-01-22 08:00:00-08:00,277.3,851.85,43.59,4.69,6.0,33.26,0.0
2019-01-22 09:00:00-08:00,450.05,999.06,49.62,6.75,7.21,28.4,0.0
2019-01-22 10:00:00-08:00,570.78,1045.36,53.76,7.99,7.42,23.84,0.0
2019-01-22 11:00:00-08:00,634.08,1075.35,49.91,8.88,7.3,19.51,0.0
2019-01-22 12:00:00-08:00,625.38,1078.81,50.27,9.57,6.97,17.47,0.0
2019-01-22 13:00:00-08:00,553.8,1058.51,46.94,10.16,6.77,16.42,0.0
2019-01-22 14:00:00-08:00,420.25,969.12,45.67,10.37,6.23,16.31,0.0
2019-01-22 15:00:00-08:00,246.05,856.85,32.94,9.74,5.02,18.26,0.0
2019-01-22 16:00:00-08:00,56.25,399.52,15.22,5.75,2.36,31.86,0.0
2019-01-22 17:00:00-08:00,0.0,0.0,0.0,3.55,2.23,37.78,0.0
2019-01-22 18:00:00-08:00,0.0,0.0,0.0,2.89,2.32,38.82,0.0
2019-01-22 19:00:00-08:00,0.0,0.0,0.0,2.3,2.37,40.09,0.0
2019-01-22 20:00:00-08:00,0.0,0.0,0.0,1.77,2.29,42.09,0.0
2019-01-22 21:00:00-08:00,0.0,0.0,0.0,1.13,2.02,45.21,0.0
2019-01-22 22:00:00-08:00,0.0,0.0,0.0,0.68,1.91,46.93,0.0
2019-01-22 23:00:00-08:00,0.0,0.0,0.0,0.31,1.79,48.2,0.0
2019-01-23 00:00:00-08:00,0.0,0.0,0.0,0.05,1.67,48.87,0.0
2019-01-23 01:00:00-08:00,0.0,0.0,0.0,0.06,1.57,48.09,0.0
2019-01-23 02:00:00-08:00,0.0,0.0,0.0,0.21,1.53,46.83,0.0
2019-01-23 03:00:00-08:00,0.0,0.0,0.0,0.44,1.46,45.08,0.0
2019-01-23 04:00:00-08:00,0.0,0.0,0.0,0.27,1.44,44.67,0.0
2019-01-23 05:00:00-08:00,0.0,0.0,0.0,-0.21,1.47,46.37,0.0
2019-01-23 06:00:00-08:00,0.0,0.0,0.0,-0.28,1.45,46.41,0.0
2019-01-23 07:00:00-08:00,88.85,510.69,24.08,1.8,1.18,49.17,0.0
2019-01-23 08:00:00-08:00,273.75,854.28,41.59,4.89,2.03,31.31,0.0
2019-01-23 09:00:00-08:00,433.2,930.14,52.79,7.3,2.04,25.46,0.0
2019-01-23 10:00:00-08:00,540.67,967.93,65.94,9.41,1.66,21.67,0.0
2019-01-23 11:00:00-08:00,601.28,957.61,78.78,11.17,0.97,19.81,0.0
2019-01-23 12:00:00-08:00,600.4,975.58,68.19,12.71,0.4,18.79,0.0
2019-01-23 13:00:00-08:00,525.25,963.67,63.09,13.86,0.25,18.55,0.0
2019-01-23 14:00:00-08:00,400.12,879.34,63.27,14.28,0.29,19.23,0.0
2019-01-23 15:00:00-08:00,230.93,768.26,47.43,13.21,0.81,25.46,0.0
2019-01-23 16:00:00-08:00,52.25,366.28,20.21,8.87,1.03,43.06,0.0
2019-01-23 17:00:00-08:00,0.0,0.0,0.0,6.52,1.08,42.19,0.0
2019-01-23 18:00:00-08:00,0.0,0.0,0.0,5.5,0.95,45.28,0.0
2019-01-23 19:00:00-08:00,0.0,0.0,0.0,5.0,0.89,46.38,0.0
2019-01-23 20:00:00-08:00,0.0,0.0,0.0,4.88,0.91,46.96,0.0
2019-01-23 21:00:00-08:00,0.0,0.0,0.0,4.89,1.03,48.17,0.0
2019-01-23 22:00:00-08:00,0.0,0.0,0.0,4.64,1.21,50.11,0.0
2019-01-23 23:00:00-08:00,0.0,0.0,0.0,4.12,1.32,52.35,0.0
2019-01-24 00:00:00-08:00,0.0,0.0,0.0,3.83,1.36,53.23,0.0
2019-01-24 01:00:00-08:00,0.0,0.0,0.0,3.21,1.51,57.17,0.0
2019-01-24 02:00:00-08:00,0.0,0.0,0.0,2.57,1.65,64.91,0.0
2019-01-24 03:00:00-08:00,0.0,0.0,0.0,2.26,1.71,71.77,0.0
2019-01-24 04:00:00-08:00,0.0,0.0,0.0,2.06,1.74,77.03,0.0
2019-01-24 05:00:00-08:00,0.0,0.0,0.0,1.89,1.76,80.35,0.0
2019-01-24 06:00:00-08:00,0.0,0.0,0.0,1.74,1.79,81.91,0.0
2019-01-24 07:00:00-08:00,93.65,563.54,23.33,5.1,2.22,66.7,0.0
2019-01-24 08:00:00-08:00,277.08,825.38,48.87,9.11,4.34,51.62,0.0
2019-01-24 09:00:00-08:00,425.8,793.17,102.28,11.29,5.35,44.08,0.0
2019-01-24 10:00:00-08:00,561.62,1014.42,53.73,13.06,5.51,37.62,0.0
2019-01-24 11:00:00-08:00,625.3,1052.52,46.94,14.3,5.18,32.0,0.0
2019-01-24 12:00:00-08:00,613.92,1036.48,51.92,15.08,4.62,27.77,0.0
2019-01-24 13:00:00-08:00,544.22,1018.41,48.89,15.38,4.14,25.33,0.0
2019-01-24 14:00:00-08:00,418.8,958.78,45.76,15.24,3.5,24.6,0.0
2019-01-24 15:00:00-08:00,248.1,882.83,32.29,14.09,1.99,31.17,0.0
2019-01-24 16:00:00-08:00,59.58,430.15,16.91,11.3,1.01,39.11,0.0
2019-01-24 17:00:00-08:00,0.0,0.0,0.0,11.02,0.71,33.1,0.0
2019-01-24 18:00:00-08:00,0.0,0.0,0.0,10.2,0.85,33.76,0.0
2019-01-24 19:00:00-08:00,0.0,0.0,0.0,8.57,1.3,37.82,0.0
2019-01-24 20:00:00-08:00,0.0,0.0,0.0,6.7,1.57,42.68,0.0
2019-01-24 21:00:00-08:00,0.0,0.0,0.0,5.01,1.66,47.31,0.0
2019-01-24 22:00:00-08:00,0.0,0.0,0.0,4.12,1.67,49.63,0.0
2019-01-24 23:00:00-08:00,0.0,0.0,0.0,3.44,1.65,50.51,0.0
2019-01-25 00:00:00-08:00,0.0,0.0,0.0,2.69,1.68,51.84,0.0
2019-01-25 01:00:00-08:00,0.0,0.0,0.0,2.02,1.84,52.66,0.0
2019-01-25 02:00:00-08:00,0.0,0.0,0.0,1.68,2.02,52.85,0.0
2019-01-25 03:00:00-08:00,0.0,0.0,0.0,1.5,2.11,52.85,0.0
2019-01-25 04:00:00-08:00,0.0,0.0,0.0,1.29,2.04,53.2,0.0
2019-01-25 05:00:00-08:00,0.0,0.0,0.0,1.1,1.94,53.71,0.0
2019-01-25 06:00:00-08:00,0.0,0.0,0.0,1.05,1.87,53.67,0.0
2019-01-25 07:00:00-08:00,91.03,475.39,30.73,4.2,1.86,50.19,0.0
2019-01-25 08:00:00-08:00,277.2,759.13,58.97,8.67,3.64,35.02,0.0
2019-01-25 09:00:00-08:00,435.75,933.6,61.73,11.24,4.24,29.26,0.0
2019-01-25 10:00:00-08:00,546.22,928.03,87.04,12.85,4.09,25.4,0.0
2019-01-25 11:00:00-08:00,623.08,1025.46,60.4,14.25,3.82,22.53,0.0
2019-01-25 12:00:00-08:00,618.47,1024.01,58.65,15.53,3.39,20.21,0.0
2019-01-25 13:00:00-08:00,535.92,936.64,82.43,16.44,3.07,18.57,0.0
2019-01-25 14:00:00-08:00,415.58,895.94,68.18,16.65,2.81,18.24,0.0
2019-01-25 15:00:00-08:00,246.32,819.03,42.77,15.18,1.44,30.37,0.0
2019-01-25 16:00:00-08:00,59.3,387.39,20.22,12.35,1.05,33.48,0.0
2019-01-25 17:00:00-08:00,0.0,0.0,0.0,11.2,1.11,29.37,0.0
2019-01-25 18:00:00-08:00,0.0,0.0,0.0,9.42,1.39,34.12,0.0
